id,title,grade,subject,volume,collection_or_program,publisher_or_imprint,publication_year_or_era,date_confidence,local_file,image_url,page_url,source_name,source_caption_or_note,rights_note
2023-chan-troi-mi-thuat-8-ban-1,Mĩ thuật 8,8,Mĩ thuật,Bản 1,2018 GDPT / 2023 Grade 8 curriculum,Chân trời sáng tạo,2023+,curriculum-era,images/2023-chan-troi-mi-thuat-8-ban-1-sachgiaokhoaonline.jpg,https://sachgiaokhoa.online/uploads/category/mi-thuat-8-ban-1_jtND0y_cg6_aaab8e3419155f2d6ccd51fddd199b95.jpg,https://sachgiaokhoa.online/lop-8-11/chan-troi-sang-tao-2.html,Sách giáo khoa Online,Category image on Grade 8 Chân trời sáng tạo catalog page; source image is marked Bản mẫu.,Use as research reference; clear reuse rights not established.
2023-chan-troi-mi-thuat-8-ban-2,Mĩ thuật 8,8,Mĩ thuật,Bản 2,2018 GDPT / 2023 Grade 8 curriculum,Chân trời sáng tạo,2023+,curriculum-era,images/2023-chan-troi-mi-thuat-8-ban-2-sachgiaokhoaonline.jpg,https://sachgiaokhoa.online/uploads/category/mi-thuat-8-ban-2_zB8Zg_WoHo_54bae88fae29dcb0ec5153cb988236e6.jpg,https://sachgiaokhoa.online/lop-8-11/chan-troi-sang-tao-2.html,Sách giáo khoa Online,Category image on Grade 8 Chân trời sáng tạo catalog page; source image is marked Bản mẫu.,Use as research reference; clear reuse rights not established.
2023-chan-troi-hoat-dong-trai-nghiem-huong-nghiep-8-ban-1,"Hoạt động trải nghiệm, hướng nghiệp 8",8,"Hoạt động trải nghiệm, hướng nghiệp",Bản 1,2018 GDPT / 2023 Grade 8 curriculum,Chân trời sáng tạo,2023+,curriculum-era,images/2023-chan-troi-hoat-dong-trai-nghiem-huong-nghiep-8-ban-1-sachgiaokhoaonline.jpg,https://sachgiaokhoa.online/uploads/category/hoat-dong-trai-nghiem-8-ban-1_b-9R6hHzVF_7f767fd62f13e2631fd8c0c55fb00dad.jpg,https://sachgiaokhoa.online/lop-8-11/chan-troi-sang-tao-2.html,Sách giáo khoa Online,Category image on Grade 8 Chân trời sáng tạo catalog page; source image is marked Bản mẫu.,Use as research reference; clear reuse rights not established.
2023-chan-troi-hoat-dong-trai-nghiem-huong-nghiep-8-ban-2,"Hoạt động trải nghiệm, hướng nghiệp 8",8,"Hoạt động trải nghiệm, hướng nghiệp",Bản 2,2018 GDPT / 2023 Grade 8 curriculum,Chân trời sáng tạo,2023+,curriculum-era,images/2023-chan-troi-hoat-dong-trai-nghiem-huong-nghiep-8-ban-2-sachgiaokhoaonline.jpg,https://sachgiaokhoa.online/uploads/category/hoat-dong-trai-nghiem-8-ban-2_xXLVTI7lfK_2e11ba2ec2cf04535963ac085f9f4138.jpg,https://sachgiaokhoa.online/lop-8-11/chan-troi-sang-tao-2.html,Sách giáo khoa Online,Category image on Grade 8 Chân trời sáng tạo catalog page; source image is marked Bản mẫu.,Use as research reference; clear reuse rights not established.
2023-chan-troi-giao-duc-cong-dan-8,Giáo dục công dân 8,8,Giáo dục công dân,single volume,2018 GDPT / 2023 Grade 8 curriculum,Chân trời sáng tạo,2023+,curriculum-era,images/2023-chan-troi-giao-duc-cong-dan-8-sachgiaokhoaonline.jpg,https://sachgiaokhoa.online/uploads/category/giao-duc-cong-dan-8_VFaSFCAtQh_e2808ffb4df674f037fd65e7ac1689a1.jpg,https://sachgiaokhoa.online/lop-8-11/chan-troi-sang-tao-2.html,Sách giáo khoa Online,Category image on Grade 8 Chân trời sáng tạo catalog page; source image is marked Bản mẫu.,Use as research reference; clear reuse rights not established.
2024-canh-dieu-toan-9-tap-1,Toán 9,9,Toán,Tập 1,2018 GDPT / 2024 Grade 9 curriculum,Cánh Diều,2024+,curriculum-era,images/2024-canh-dieu-toan-9-tap-1-sachgiaokhoaonline.png,https://sachgiaokhoa.online/uploads/category/toan-9-tap-1_YsFnQpwAuC_c78268528d46190f2957e9698a5b52a0.png,https://sachgiaokhoa.online/lop-9-12/canh-dieu-1.html,Sách giáo khoa Online,Category image on Grade 9 Cánh Diều catalog page.,Use as research reference; clear reuse rights not established.
2024-canh-dieu-toan-9-tap-2,Toán 9,9,Toán,Tập 2,2018 GDPT / 2024 Grade 9 curriculum,Cánh Diều,2024+,curriculum-era,images/2024-canh-dieu-toan-9-tap-2-sachgiaokhoaonline.png,https://sachgiaokhoa.online/uploads/category/toan-9-tap-2_hGlAvffZzo_4aa2269a827e0c14bda8821a7cd542f4.png,https://sachgiaokhoa.online/lop-9-12/canh-dieu-1.html,Sách giáo khoa Online,Category image on Grade 9 Cánh Diều catalog page.,Use as research reference; clear reuse rights not established.
2024-canh-dieu-ngu-van-9-tap-1,Ngữ văn 9,9,Ngữ văn,Tập 1,2018 GDPT / 2024 Grade 9 curriculum,Cánh Diều,2024+,curriculum-era,images/2024-canh-dieu-ngu-van-9-tap-1-sachgiaokhoaonline.jpg,https://sachgiaokhoa.online/uploads/category/ngu-van-9-tap-1_BIOBGa2DUc_a8922af9006ab671cbcc61a1d1aa1e97.jpg,https://sachgiaokhoa.online/lop-9-12/canh-dieu-1.html,Sách giáo khoa Online,Category image on Grade 9 Cánh Diều catalog page.,Use as research reference; clear reuse rights not established.
2024-canh-dieu-ngu-van-9-tap-2,Ngữ văn 9,9,Ngữ văn,Tập 2,2018 GDPT / 2024 Grade 9 curriculum,Cánh Diều,2024+,curriculum-era,images/2024-canh-dieu-ngu-van-9-tap-2-sachgiaokhoaonline.jpg,https://sachgiaokhoa.online/uploads/category/ngu-van-9-tap-2_iabqLlewCa_ee541d7509527237ab816e5ff3b48579.jpg,https://sachgiaokhoa.online/lop-9-12/canh-dieu-1.html,Sách giáo khoa Online,Category image on Grade 9 Cánh Diều catalog page.,Use as research reference; clear reuse rights not established.
2024-canh-dieu-tieng-anh-9-explore-english,Tiếng Anh 9 Explore English,9,Tiếng Anh,single volume,2018 GDPT / 2024 Grade 9 curriculum,Cánh Diều,2024+,curriculum-era,images/2024-canh-dieu-tieng-anh-9-explore-english-sachgiaokhoaonline.png,https://sachgiaokhoa.online/uploads/category/tieng-anh-9-explore-english_qSOMYibSh1_e7306aa32d153f21199279c8553b7b4f.png,https://sachgiaokhoa.online/lop-9-12/canh-dieu-1.html,Sách giáo khoa Online,Category image on Grade 9 Cánh Diều catalog page.,Use as research reference; clear reuse rights not established.
2024-canh-dieu-lich-su-dia-li-9,Lịch sử và Địa lí 9,9,Lịch sử và Địa lí,single volume,2018 GDPT / 2024 Grade 9 curriculum,Cánh Diều,2024+,curriculum-era,images/2024-canh-dieu-lich-su-dia-li-9-sachgiaokhoaonline.png,https://sachgiaokhoa.online/uploads/category/lich-su-va-dia-li-9_3-Xm71KzB5_87191bbffec4181ff788497f6e673cf6.png,https://sachgiaokhoa.online/lop-9-12/canh-dieu-1.html,Sách giáo khoa Online,Category image on Grade 9 Cánh Diều catalog page.,Use as research reference; clear reuse rights not established.
2024-canh-dieu-tin-hoc-9,Tin học 9,9,Tin học,single volume,2018 GDPT / 2024 Grade 9 curriculum,Cánh Diều,2024+,curriculum-era,images/2024-canh-dieu-tin-hoc-9-sachgiaokhoaonline.png,https://sachgiaokhoa.online/uploads/category/tin-hoc-9_bi2kADNv8P_692767feac00c9f8e0eea21284310d8d.png,https://sachgiaokhoa.online/lop-9-12/canh-dieu-1.html,Sách giáo khoa Online,Category image on Grade 9 Cánh Diều catalog page.,Use as research reference; clear reuse rights not established.
2024-canh-dieu-cong-nghe-9-che-bien-thuc-pham,Công nghệ 9 - Chế biến thực phẩm,9,Công nghệ,Chế biến thực phẩm,2018 GDPT / 2024 Grade 9 curriculum,Cánh Diều,2024+,curriculum-era,images/2024-canh-dieu-cong-nghe-9-che-bien-thuc-pham-sachgiaokhoaonline.png,https://sachgiaokhoa.online/uploads/category/cong-nghe-9-che-bien-thuc-pham_accCHZ261q_6f59d40a3b09d554c1563bc3e6772fc9.png,https://sachgiaokhoa.online/lop-9-12/canh-dieu-1.html,Sách giáo khoa Online,Category image on Grade 9 Cánh Diều catalog page.,Use as research reference; clear reuse rights not established.
2024-canh-dieu-cong-nghe-9-trong-cay-an-qua,Công nghệ 9 - Trồng cây ăn quả,9,Công nghệ,Trồng cây ăn quả,2018 GDPT / 2024 Grade 9 curriculum,Cánh Diều,2024+,curriculum-era,images/2024-canh-dieu-cong-nghe-9-trong-cay-an-qua-sachgiaokhoaonline.png,https://sachgiaokhoa.online/uploads/category/cong-nghe-9-trong-cay-an-qua_GzOUqt3o0p_3e05d15f9ec673f0ca48ab86c1fcea99.png,https://sachgiaokhoa.online/lop-9-12/canh-dieu-1.html,Sách giáo khoa Online,Category image on Grade 9 Cánh Diều catalog page.,Use as research reference; clear reuse rights not established.
2024-canh-dieu-cong-nghe-9-dinh-huong-nghe-nghiep,Công nghệ 9 - Định hướng nghề nghiệp,9,Công nghệ,Định hướng nghề nghiệp,2018 GDPT / 2024 Grade 9 curriculum,Cánh Diều,2024+,curriculum-era,images/2024-canh-dieu-cong-nghe-9-dinh-huong-nghe-nghiep-sachgiaokhoaonline.png,https://sachgiaokhoa.online/uploads/category/cong-nghe-9-dinh-huong-nghe-nghiep_uaUXznLDS0_93de52ae0d2062d239c7f7b5fadb4897.png,https://sachgiaokhoa.online/lop-9-12/canh-dieu-1.html,Sách giáo khoa Online,Category image on Grade 9 Cánh Diều catalog page.,Use as research reference; clear reuse rights not established.
2024-canh-dieu-cong-nghe-9-lap-dat-mang-dien-trong-nha,Công nghệ 9 - Lắp đặt mạng điện trong nhà,9,Công nghệ,Lắp đặt mạng điện trong nhà,2018 GDPT / 2024 Grade 9 curriculum,Cánh Diều,2024+,curriculum-era,images/2024-canh-dieu-cong-nghe-9-lap-dat-mang-dien-trong-nha-sachgiaokhoaonline.png,https://sachgiaokhoa.online/uploads/category/cong-nghe-9-lap-dat-mang-dien-trong-nha_BDTDRG3heM_496db9c9e10cbd37bca1438ce464ac25.png,https://sachgiaokhoa.online/lop-9-12/canh-dieu-1.html,Sách giáo khoa Online,Category image on Grade 9 Cánh Diều catalog page.,Use as research reference; clear reuse rights not established.
2024-canh-dieu-am-nhac-9,Âm nhạc 9,9,Âm nhạc,single volume,2018 GDPT / 2024 Grade 9 curriculum,Cánh Diều,2024+,curriculum-era,images/2024-canh-dieu-am-nhac-9-sachgiaokhoaonline.png,https://sachgiaokhoa.online/uploads/category/am-nhac-9_BRM-9F-y1O_66208650565fae3327121bf999cbfa12.png,https://sachgiaokhoa.online/lop-9-12/canh-dieu-1.html,Sách giáo khoa Online,Category image on Grade 9 Cánh Diều catalog page.,Use as research reference; clear reuse rights not established.
2024-canh-dieu-mi-thuat-9,Mĩ thuật 9,9,Mĩ thuật,single volume,2018 GDPT / 2024 Grade 9 curriculum,Cánh Diều,2024+,curriculum-era,images/2024-canh-dieu-mi-thuat-9-sachgiaokhoaonline.png,https://sachgiaokhoa.online/uploads/category/mi-thuat-9_hazro0kVTl_0aeebb1713cc5941ea21438cce0d2aef.png,https://sachgiaokhoa.online/lop-9-12/canh-dieu-1.html,Sách giáo khoa Online,Category image on Grade 9 Cánh Diều catalog page.,Use as research reference; clear reuse rights not established.
2024-canh-dieu-giao-duc-cong-dan-9,Giáo dục công dân 9,9,Giáo dục công dân,single volume,2018 GDPT / 2024 Grade 9 curriculum,Cánh Diều,2024+,curriculum-era,images/2024-canh-dieu-giao-duc-cong-dan-9-sachgiaokhoaonline.png,https://sachgiaokhoa.online/uploads/category/giao-duc-cong-dan-9_Vbn8T4Bg-N_00b8a4ea8f4b54222d0e2d336954eaca.png,https://sachgiaokhoa.online/lop-9-12/canh-dieu-1.html,Sách giáo khoa Online,Category image on Grade 9 Cánh Diều catalog page.,Use as research reference; clear reuse rights not established.
2024-canh-dieu-giao-duc-the-chat-9,Giáo dục thể chất 9,9,Giáo dục thể chất,single volume,2018 GDPT / 2024 Grade 9 curriculum,Cánh Diều,2024+,curriculum-era,images/2024-canh-dieu-giao-duc-the-chat-9-sachgiaokhoaonline.png,https://sachgiaokhoa.online/uploads/category/giao-duc-the-chat-9_s4EjbhlHB8_b5b3a769ae4592584f03deeed01cc462.png,https://sachgiaokhoa.online/lop-9-12/canh-dieu-1.html,Sách giáo khoa Online,Category image on Grade 9 Cánh Diều catalog page.,Use as research reference; clear reuse rights not established.
2024-canh-dieu-hoat-dong-trai-nghiem-huong-nghiep-9,"Hoạt động trải nghiệm, hướng nghiệp 9",9,"Hoạt động trải nghiệm, hướng nghiệp",single volume,2018 GDPT / 2024 Grade 9 curriculum,Cánh Diều,2024+,curriculum-era,images/2024-canh-dieu-hoat-dong-trai-nghiem-huong-nghiep-9-sachgiaokhoaonline.png,https://sachgiaokhoa.online/uploads/category/hoat-dong-trai-nghiem-huong-nghiep-9_sQrWvRHo8g_9957f9b036f8719ae7c3264a55cb1fce.png,https://sachgiaokhoa.online/lop-9-12/canh-dieu-1.html,Sách giáo khoa Online,Category image on Grade 9 Cánh Diều catalog page.,Use as research reference; clear reuse rights not established.
2024-chan-troi-toan-9-tap-1,Toán 9,9,Toán,Tập 1,2018 GDPT / 2024 Grade 9 curriculum,Chân trời sáng tạo,2024+,curriculum-era,images/2024-chan-troi-toan-9-tap-1-sachgiaokhoaonline.jpg,https://sachgiaokhoa.online/uploads/category/toan-9-tap-1_XYoy1B57a9_00bda71f2cb5b6dfbe98fc78c3e86c53.jpg,https://sachgiaokhoa.online/lop-9-12/chan-troi-sang-tao-2.html,Sách giáo khoa Online,Category image on Grade 9 Chân trời sáng tạo catalog page.,Use as research reference; clear reuse rights not established.
2024-chan-troi-toan-9-tap-2,Toán 9,9,Toán,Tập 2,2018 GDPT / 2024 Grade 9 curriculum,Chân trời sáng tạo,2024+,curriculum-era,images/2024-chan-troi-toan-9-tap-2-sachgiaokhoaonline.png,https://sachgiaokhoa.online/uploads/category/toan-9-tap-2_xkZtGYeNdY_0d38fb0b2f7bbfe533dce3f823bc4292.png,https://sachgiaokhoa.online/lop-9-12/chan-troi-sang-tao-2.html,Sách giáo khoa Online,Category image on Grade 9 Chân trời sáng tạo catalog page.,Use as research reference; clear reuse rights not established.
2024-chan-troi-ngu-van-9-tap-1,Ngữ văn 9,9,Ngữ văn,Tập 1,2018 GDPT / 2024 Grade 9 curriculum,Chân trời sáng tạo,2024+,curriculum-era,images/2024-chan-troi-ngu-van-9-tap-1-sachgiaokhoaonline.jpg,https://sachgiaokhoa.online/uploads/category/ngu-van-9-tap-1_3DoF3EOMKJ_546d45cbfea88b17cf1121d5971aa045.jpg,https://sachgiaokhoa.online/lop-9-12/chan-troi-sang-tao-2.html,Sách giáo khoa Online,Category image on Grade 9 Chân trời sáng tạo catalog page.,Use as research reference; clear reuse rights not established.
2024-chan-troi-ngu-van-9-tap-2,Ngữ văn 9,9,Ngữ văn,Tập 2,2018 GDPT / 2024 Grade 9 curriculum,Chân trời sáng tạo,2024+,curriculum-era,images/2024-chan-troi-ngu-van-9-tap-2-sachgiaokhoaonline.jpg,https://sachgiaokhoa.online/uploads/category/ngu-van-9-tap-2_hVf7VCUgSP_9dbd97e7e49e5d1b1989b46fdb0fb4c4.jpg,https://sachgiaokhoa.online/lop-9-12/chan-troi-sang-tao-2.html,Sách giáo khoa Online,Category image on Grade 9 Chân trời sáng tạo catalog page.,Use as research reference; clear reuse rights not established.
2024-chan-troi-lich-su-dia-li-9,Lịch sử và Địa lí 9,9,Lịch sử và Địa lí,single volume,2018 GDPT / 2024 Grade 9 curriculum,Chân trời sáng tạo,2024+,curriculum-era,images/2024-chan-troi-lich-su-dia-li-9-sachgiaokhoaonline.png,https://sachgiaokhoa.online/uploads/category/lich-su-va-dia-li-9_45ph27FMP-_9c625484ca98dfcb596e4bb85a498b0a.png,https://sachgiaokhoa.online/lop-9-12/chan-troi-sang-tao-2.html,Sách giáo khoa Online,Category image on Grade 9 Chân trời sáng tạo catalog page.,Use as research reference; clear reuse rights not established.
2024-chan-troi-tin-hoc-9,Tin học 9,9,Tin học,single volume,2018 GDPT / 2024 Grade 9 curriculum,Chân trời sáng tạo,2024+,curriculum-era,images/2024-chan-troi-tin-hoc-9-sachgiaokhoaonline.png,https://sachgiaokhoa.online/uploads/category/tin-hoc-9_yX1kdFgEKj_94455c648feb965a7066eaef3caf635f.png,https://sachgiaokhoa.online/lop-9-12/chan-troi-sang-tao-2.html,Sách giáo khoa Online,Category image on Grade 9 Chân trời sáng tạo catalog page.,Use as research reference; clear reuse rights not established.
2024-chan-troi-cong-nghe-9-lap-dat-mang-dien-trong-nha,Công nghệ 9 - Lắp đặt mạng điện trong nhà,9,Công nghệ,Lắp đặt mạng điện trong nhà,2018 GDPT / 2024 Grade 9 curriculum,Chân trời sáng tạo,2024+,curriculum-era,images/2024-chan-troi-cong-nghe-9-lap-dat-mang-dien-trong-nha-sachgiaokhoaonline.png,https://sachgiaokhoa.online/uploads/category/cong-nghe-9-lap-dat-mang-dien-trong-nha_HHlyOB3rZM_e9da9439cfeffba157f78a5f7f2ec16e.png,https://sachgiaokhoa.online/lop-9-12/chan-troi-sang-tao-2.html,Sách giáo khoa Online,Category image on Grade 9 Chân trời sáng tạo catalog page.,Use as research reference; clear reuse rights not established.
2024-chan-troi-cong-nghe-9-cat-may,Công nghệ 9 - Cắt may,9,Công nghệ,Cắt may,2018 GDPT / 2024 Grade 9 curriculum,Chân trời sáng tạo,2024+,curriculum-era,images/2024-chan-troi-cong-nghe-9-cat-may-sachgiaokhoaonline.png,https://sachgiaokhoa.online/uploads/category/cong-nghe-9-cat-may_uJTtgqL3lM_8598a6e2d65d93c408cabea330e2c919.png,https://sachgiaokhoa.online/lop-9-12/chan-troi-sang-tao-2.html,Sách giáo khoa Online,Category image on Grade 9 Chân trời sáng tạo catalog page.,Use as research reference; clear reuse rights not established.
2024-chan-troi-cong-nghe-9-dinh-huong-nghe-nghiep,Công nghệ 9 - Định hướng nghề nghiệp,9,Công nghệ,Định hướng nghề nghiệp,2018 GDPT / 2024 Grade 9 curriculum,Chân trời sáng tạo,2024+,curriculum-era,images/2024-chan-troi-cong-nghe-9-dinh-huong-nghe-nghiep-sachgiaokhoaonline.png,https://sachgiaokhoa.online/uploads/category/cong-nghe-9-dinh-huong-nghe-nghiep_PFDbcpRDL9_4ea668718ea4d7a114c05c549539bdb9.png,https://sachgiaokhoa.online/lop-9-12/chan-troi-sang-tao-2.html,Sách giáo khoa Online,Category image on Grade 9 Chân trời sáng tạo catalog page.,Use as research reference; clear reuse rights not established.
2024-chan-troi-am-nhac-9,Âm nhạc 9,9,Âm nhạc,single volume,2018 GDPT / 2024 Grade 9 curriculum,Chân trời sáng tạo,2024+,curriculum-era,images/2024-chan-troi-am-nhac-9-sachgiaokhoaonline.png,https://sachgiaokhoa.online/uploads/category/am-nhac-9_GU5ZvaR9Im_84953319fbd37eed6292dada6179c309.png,https://sachgiaokhoa.online/lop-9-12/chan-troi-sang-tao-2.html,Sách giáo khoa Online,Category image on Grade 9 Chân trời sáng tạo catalog page.,Use as research reference; clear reuse rights not established.
2024-chan-troi-mi-thuat-9-ban-1,Mĩ thuật 9,9,Mĩ thuật,Bản 1,2018 GDPT / 2024 Grade 9 curriculum,Chân trời sáng tạo,2024+,curriculum-era,images/2024-chan-troi-mi-thuat-9-ban-1-sachgiaokhoaonline.png,https://sachgiaokhoa.online/uploads/category/mi-thuat-9-ban-1_q6JEv1a3G9_3d733b7307573a5766b5f6631570eaa2.png,https://sachgiaokhoa.online/lop-9-12/chan-troi-sang-tao-2.html,Sách giáo khoa Online,Category image on Grade 9 Chân trời sáng tạo catalog page.,Use as research reference; clear reuse rights not established.
2024-chan-troi-mi-thuat-9-ban-2,Mĩ thuật 9,9,Mĩ thuật,Bản 2,2018 GDPT / 2024 Grade 9 curriculum,Chân trời sáng tạo,2024+,curriculum-era,images/2024-chan-troi-mi-thuat-9-ban-2-sachgiaokhoaonline.png,https://sachgiaokhoa.online/uploads/category/mi-thuat-9-ban-2_xhbjGZTSF9_92f45975cde1ed7c50c4343046fdf4b2.png,https://sachgiaokhoa.online/lop-9-12/chan-troi-sang-tao-2.html,Sách giáo khoa Online,Category image on Grade 9 Chân trời sáng tạo catalog page.,Use as research reference; clear reuse rights not established.
2024-chan-troi-hoat-dong-trai-nghiem-huong-nghiep-9-ban-1,"Hoạt động trải nghiệm, hướng nghiệp 9",9,"Hoạt động trải nghiệm, hướng nghiệp",Bản 1,2018 GDPT / 2024 Grade 9 curriculum,Chân trời sáng tạo,2024+,curriculum-era,images/2024-chan-troi-hoat-dong-trai-nghiem-huong-nghiep-9-ban-1-sachgiaokhoaonline.png,https://sachgiaokhoa.online/uploads/category/hoat-dong-trai-nghiem-huong-nghiep-9-ban-1_YRvu-yLtWH_7b8e6e561427fe8e39231bc5d5f58fb7.png,https://sachgiaokhoa.online/lop-9-12/chan-troi-sang-tao-2.html,Sách giáo khoa Online,Category image on Grade 9 Chân trời sáng tạo catalog page.,Use as research reference; clear reuse rights not established.
2024-chan-troi-hoat-dong-trai-nghiem-huong-nghiep-9-ban-2,"Hoạt động trải nghiệm, hướng nghiệp 9",9,"Hoạt động trải nghiệm, hướng nghiệp",Bản 2,2018 GDPT / 2024 Grade 9 curriculum,Chân trời sáng tạo,2024+,curriculum-era,images/2024-chan-troi-hoat-dong-trai-nghiem-huong-nghiep-9-ban-2-sachgiaokhoaonline.png,https://sachgiaokhoa.online/uploads/category/hoat-dong-trai-nghiem-huong-nghiep-9-ban-2_nD32K1c2Hd_8f39289fe950a2699b3b8111b1262968.png,https://sachgiaokhoa.online/lop-9-12/chan-troi-sang-tao-2.html,Sách giáo khoa Online,Category image on Grade 9 Chân trời sáng tạo catalog page.,Use as research reference; clear reuse rights not established.
2024-chan-troi-giao-duc-cong-dan-9,Giáo dục công dân 9,9,Giáo dục công dân,single volume,2018 GDPT / 2024 Grade 9 curriculum,Chân trời sáng tạo,2024+,curriculum-era,images/2024-chan-troi-giao-duc-cong-dan-9-sachgiaokhoaonline.png,https://sachgiaokhoa.online/uploads/category/giao-duc-cong-dan-9_ai33cQLdll_13e1ae2083c3f99b1523917cae34b62c.png,https://sachgiaokhoa.online/lop-9-12/chan-troi-sang-tao-2.html,Sách giáo khoa Online,Category image on Grade 9 Chân trời sáng tạo catalog page.,Use as research reference; clear reuse rights not established.
2024-chan-troi-giao-duc-the-chat-9,Giáo dục thể chất 9,9,Giáo dục thể chất,single volume,2018 GDPT / 2024 Grade 9 curriculum,Chân trời sáng tạo,2024+,curriculum-era,images/2024-chan-troi-giao-duc-the-chat-9-sachgiaokhoaonline.png,https://sachgiaokhoa.online/uploads/category/giao-duc-the-chat-9_q2YRqN8iPt_1fd60d91ec555b1b68cb098cd34c0119.png,https://sachgiaokhoa.online/lop-9-12/chan-troi-sang-tao-2.html,Sách giáo khoa Online,Category image on Grade 9 Chân trời sáng tạo catalog page.,Use as research reference; clear reuse rights not established.
2022-canh-dieu-ngu-van-10-tap-1,Ngữ văn 10,10,Ngữ văn,Tập 1,2018 GDPT / 2022 Grade 10 curriculum,Cánh Diều,2022+,curriculum-era,images/2022-canh-dieu-ngu-van-10-tap-1-sachgiaokhoaonline.jpg,https://sachgiaokhoa.online/uploads/category/ngu-van-9-tap-mot_QQjg_MsRat_afdf6992fe23004d81972f01b7b8dd47.jpg,https://sachgiaokhoa.online/lop-10-13/canh-dieu-1.html,Sách giáo khoa Online,Category image on Grade 10 Cánh Diều catalog page.,Use as research reference; clear reuse rights not established.
2022-canh-dieu-ngu-van-10-tap-2,Ngữ văn 10,10,Ngữ văn,Tập 2,2018 GDPT / 2022 Grade 10 curriculum,Cánh Diều,2022+,curriculum-era,images/2022-canh-dieu-ngu-van-10-tap-2-sachgiaokhoaonline.jpg,https://sachgiaokhoa.online/uploads/category/ngu-van-10-tap-hai_Y0Ps4QYlxc_24dc95045d5fef92a0f6e9074d183759.jpg,https://sachgiaokhoa.online/lop-10-13/canh-dieu-1.html,Sách giáo khoa Online,Category image on Grade 10 Cánh Diều catalog page.,Use as research reference; clear reuse rights not established.
2022-canh-dieu-tieng-anh-10-explore-english,Tiếng Anh 10 Explore English,10,Tiếng Anh,single volume,2018 GDPT / 2022 Grade 10 curriculum,Cánh Diều,2022+,curriculum-era,images/2022-canh-dieu-tieng-anh-10-explore-english-sachgiaokhoaonline.png,https://sachgiaokhoa.online/uploads/category/tieng-anh-10-explore-english_21oqgdkT60_da3d86e57509b8f6d70b12294a36eade.png,https://sachgiaokhoa.online/lop-10-13/canh-dieu-1.html,Sách giáo khoa Online,Category image on Grade 10 Cánh Diều catalog page.,Use as research reference; clear reuse rights not established.
2022-canh-dieu-cong-nghe-trong-trot-10,Công nghệ 10 - Trồng trọt,10,Công nghệ,Trồng trọt,2018 GDPT / 2022 Grade 10 curriculum,Cánh Diều,2022+,curriculum-era,images/2022-canh-dieu-cong-nghe-trong-trot-10-sachgiaokhoaonline.jpg,https://sachgiaokhoa.online/uploads/category/cong-nghe-10-trong-trot_Kjug4kNa4g_9187181c83d2734e24b40f1f4ff70e88.jpg,https://sachgiaokhoa.online/lop-10-13/canh-dieu-1.html,Sách giáo khoa Online,Category image on Grade 10 Cánh Diều catalog page.,Use as research reference; clear reuse rights not established.
2022-canh-dieu-am-nhac-10,Âm nhạc 10,10,Âm nhạc,single volume,2018 GDPT / 2022 Grade 10 curriculum,Cánh Diều,2022+,curriculum-era,images/2022-canh-dieu-am-nhac-10-sachgiaokhoaonline.jpg,https://sachgiaokhoa.online/uploads/category/am-nhac-10_agrNmnzzTt_e54a300ddb90a0c8a060c40bd9b91d64.jpg,https://sachgiaokhoa.online/lop-10-13/canh-dieu-1.html,Sách giáo khoa Online,Category image on Grade 10 Cánh Diều catalog page.,Use as research reference; clear reuse rights not established.
2022-canh-dieu-giao-duc-the-chat-10-bong-da,Giáo dục thể chất 10 - Bóng đá,10,Giáo dục thể chất,Bóng đá,2018 GDPT / 2022 Grade 10 curriculum,Cánh Diều,2022+,curriculum-era,images/2022-canh-dieu-giao-duc-the-chat-10-bong-da-sachgiaokhoaonline.jpg,https://sachgiaokhoa.online/uploads/category/giao-duc-the-chat-10-bong-da_DFgEG2lrXX_2abff3a6199784db3b5ea92b5c5a1a12.jpg,https://sachgiaokhoa.online/lop-10-13/canh-dieu-1.html,Sách giáo khoa Online,Category image on Grade 10 Cánh Diều catalog page.,Use as research reference; clear reuse rights not established.
2022-canh-dieu-giao-duc-the-chat-10-bong-ro,Giáo dục thể chất 10 - Bóng rổ,10,Giáo dục thể chất,Bóng rổ,2018 GDPT / 2022 Grade 10 curriculum,Cánh Diều,2022+,curriculum-era,images/2022-canh-dieu-giao-duc-the-chat-10-bong-ro-sachgiaokhoaonline.jpg,https://sachgiaokhoa.online/uploads/category/giao-duc-the-chat-10-bong-ro_TQWlB_b4eQ_ddba03f23d19d075007b59ec7d32de44.jpg,https://sachgiaokhoa.online/lop-10-13/canh-dieu-1.html,Sách giáo khoa Online,Category image on Grade 10 Cánh Diều catalog page.,Use as research reference; clear reuse rights not established.
2022-canh-dieu-giao-duc-the-chat-10-cau-long,Giáo dục thể chất 10 - Cầu lông,10,Giáo dục thể chất,Cầu lông,2018 GDPT / 2022 Grade 10 curriculum,Cánh Diều,2022+,curriculum-era,images/2022-canh-dieu-giao-duc-the-chat-10-cau-long-sachgiaokhoaonline.jpg,https://sachgiaokhoa.online/uploads/category/giao-duc-the-chat-10-cau-long_S79EkLgM5t_90d26336daab39df576bf2837f534fca.jpg,https://sachgiaokhoa.online/lop-10-13/canh-dieu-1.html,Sách giáo khoa Online,Category image on Grade 10 Cánh Diều catalog page.,Use as research reference; clear reuse rights not established.
